"PROVINCE or REGION","MUNICIPALITY or CITY","COURT TYPE","BRANCH","JUDGE'S NAME"
"LEYTE","Dagami","Municipal Trial Court (MTC)","","Vacant"
"LEYTE","Dulag","Municipal Trial Court (MTC)","","Dayandayan, Milreysa Salinas"
"LEYTE","Hilongos","Municipal Trial Court (MTC)","","Vacant"
"LEYTE","Jaro","Municipal Trial Court (MTC)","","Martinez, Maria Cielo Velasquez"
"LEYTE","La Paz","Municipal Trial Court (MTC)","","Chiong-Osea, Naomi Campos"
"LEYTE","Leyte","Municipal Trial Court (MTC)","","Renomeron-Posion, Marisa C."
"LEYTE","Mahaplag","Municipal Trial Court (MTC)","","Vacant"
"LEYTE","Palo","Municipal Trial Court (MTC)","","Loreto, Jeanette Ngo"
"LEYTE","Palompon","Municipal Trial Court (MTC)","","Bertulfo, Delia N."
"LEYTE","Pastrana","Municipal Trial Court (MTC)","","Vacant"
"LEYTE","Sta. Fe","Municipal Trial Court (MTC)","","Renomeron, Herbert D."
"LEYTE","Tanauan","Municipal Trial Court (MTC)","","Vacant"
"LEYTE","Tolosa","Municipal Trial Court (MTC)","","Nicolasora, Mario P."
"NORTHERN SAMAR","Allen","Municipal Trial Court (MTC)","","Francisco, Raul C."
"NORTHERN SAMAR","Bobon","Municipal Trial Court (MTC)","","Tan-Ching, Ruth O."
"NORTHERN SAMAR","Laoang","Municipal Trial Court (MTC)","Single Sala","Sabarre, Rino Ejercito"
"NORTHERN SAMAR","San Isidro","Municipal Trial Court (MTC)","Single Sala","Dela Cruz, Nilo Y."
"NORTHERN SAMAR","Palapag","Municipal Trial Court (MTC)","","Calvo, Alejo Aquino"
"NORTHERN SAMAR","Lavezares","Municipal Trial Court (MTC)","","Cardenas, Marites Galit"
"SAMAR","Basey","Municipal Trial Court (MTC)","","Delantar, Nieto A"
"SAMAR","Marabut","Municipal Trial Court (MTC)","","Gariando-Lenzo, Ivy P"
"SOUTHERN LEYTE","Liloan","Municipal Trial Court (MTC)","","Viojan-Siosana, Minerva Abierta"
"SOUTHERN LEYTE","San Francisco","Municipal Trial Court (MTC)","","Tobes, Giselle Jill Devora"
"SULU","Jolo","Municipal Trial Court (MTC)","","Vacant"
"ZAMBOANGA DEL NORTE","Manuel A. Roxas","Municipal Trial Court (MTC)","","Arnoco-Aragones, Queenie Grace Carao"
"ZAMBOANGA DEL NORTE","Mutia","Municipal Trial Court (MTC)","","Andrino, Jerry A"
"ZAMBOANGA DEL NORTE","Polanco","Municipal Trial Court (MTC)","Single Sala","Nazario, Deborah G."
"ZAMBOANGA DEL NORTE","Sibuco","Municipal Trial Court (MTC)","","Vacant"
"ZAMBOANGA DEL NORTE","Manukan","Municipal Trial Court (MTC)","","Laput, Veronica C. De Guzman"
"ZAMBOANGA DEL SUR","Aurora","Municipal Trial Court (MTC)","","Llagas-Oh, Maria Theresa P."
"ZAMBOANGA DEL SUR","Manicahan-Taluksangay (should not be filled)","Municipal Trial Court (MTC)","","Unorganized"
"ZAMBOANGA DEL SUR","Molave","Municipal Trial Court (MTC)","","Jamero, Mary Ann Real"
"ZAMBOANGA DEL SUR","Tambulig","Municipal Trial Court (MTC)","","Morales, Carol M"
"ZAMBOANGA SIBUGAY","Alicia","Municipal Trial Court (MTC)","","Mijares, Jr., Jimminador J"
"ZAMBOANGA SIBUGAY","Buug","Municipal Trial Court (MTC)","","Vercide-Climaco, Jeanecel Gonzaga"
"AGUSAN DEL NORTE","Buenavista","Municipal Trial Court (MTC)","","Gania, Saidamen Macatanong"
"AGUSAN DEL NORTE","Carmen","Municipal Trial Court (MTC)","","Cañete, Nemeson Bal"
"AGUSAN DEL NORTE","Nasipit","Municipal Trial Court (MTC)","","Lanquibo-Tantay, Norlyn I."
"AGUSAN DEL SUR","Prosperidad","Municipal Trial Court (MTC)","","Puerto-Cabahug, Ofelia R."
"BUKIDNON","Quezon","Municipal Trial Court (MTC)","","Geronimo-Peloton, Krystine B."
"BUKIDNON","San Fernando","Municipal Trial Court (MTC)","","Tenebro, Tristram Cosin"
"CAMIGUIN","Mambajao","Municipal Trial Court (MTC)","","Toribio, Carlou Mae W."
"MISAMIS OCCIDENTAL","Lopez Jaena","Municipal Trial Court (MTC)","","Lariba, Grace Monica Z."
"MISAMIS OCCIDENTAL","Plaridel","Municipal Trial Court (MTC)","","Te-Mah, Meiji Hanna Zaragoza"
"MISAMIS OCCIDENTAL","Clarin","Municipal Trial Court (MTC)","","Vacant"
"MISAMIS ORIENTAL","Alubijid","Municipal Trial Court (MTC)","","Ravidas, Isagani Namocatcat"
"MISAMIS ORIENTAL","Magsaysay","Municipal Trial Court (MTC)","","Nuñez-Restituto, Rhodora P."
"MISAMIS ORIENTAL","Medina","Municipal Trial Court (MTC)","","Vacant"
"SURIGAO DEL NORTE","Mainit","Municipal Trial Court (MTC)","","Platil, Rosalie Digao"
"DAVAO DE ORO","Maco","Municipal Trial Court (MTC)","","Vacant"
"DAVAO DE ORO","Maragusan","Municipal Trial Court (MTC)","",""
"DAVAO DE ORO","Laak (San Vicente)","Municipal Trial Court (MTC)","","Vacant"
"DAVAO DE ORO","Monkayo","Municipal Trial Court (MTC)","","Marzo-Vagilidad, Lailani C."
"DAVAO DEL NORTE","Asuncion","Municipal Trial Court (MTC)","","Vacant"
"DAVAO DEL NORTE","New Corella","Municipal Trial Court (MTC)","","Vacant"
"DAVAO DEL SUR","Sta. Cruz","Municipal Trial Court (MTC)","","Mabuti-Fernandez, Anita R."
"DAVAO ORIENTAL","Governor Generoso","Municipal Trial Court (MTC)","","Manluyang, Jeoffrey Capiña"
"DAVAO ORIENTAL","San Isidro","Municipal Trial Court (MTC)","","Llanes, Marisue A."
"DAVAO ORIENTAL","Baganga","Municipal Trial Court (MTC)","","Vacant"
"SARANGANI","Maasim","Municipal Trial Court (MTC)","","Gevieso, Chalmer Cuenca"
"SOUTH COTABATO","Polomolok","Municipal Trial Court (MTC)","","CANJA, ANTONIO GEOFFREY H."
"SOUTH COTABATO","Tampakan","Municipal Trial Court (MTC)","","TAJON, CAROLINE ANNE Z."
"SOUTH COTABATO","Tupi","Municipal Trial Court (MTC)","","ENTILA-EBORDE, MARIE GRACE VAFLOR"
"LANAO DEL NORTE","Kapatagan","Municipal Trial Court (MTC)","","Jadraque-Augusto, Joselita E."
"LANAO DEL NORTE","Sultan Naga Dimaporo","Municipal Trial Court (MTC)","","PESTOLANTE, MARY SHEILA BARAZON"
"LANAO DEL SUR","Calanogas","Municipal Trial Court (MTC)","","VACANT"
"MAGUINDANAO","Kabuntalan","Municipal Trial Court (MTC)","","PACASEM-NUR, NURHANI C."
"MAGUINDANAO","Shariff Aguak (Maganoy)","Municipal Trial Court (MTC)","","TIBORON-BIRUAR, LAILANE C."
"MAGUINDANAO","Sultan Kudarat","Municipal Trial Court (MTC)","","Sinsuat, Bai Israhayda Cueto"
"NORTH COTABATO","Magpet","Municipal Trial Court (MTC)","","FEROLIN, GARRY MARK N."
"NORTH COTABATO","Midsayap","Municipal Trial Court (MTC)","","Camandero, Kristine Magbanua"
"SULTAN KUDARAT","Isulan","Municipal Trial Court (MTC)","","Guntang, Alvin Embajador"
"SULTAN KUDARAT","Palimbang","Municipal Trial Court (MTC)","","Vacant"
"ABRA","Pidigan-San Quintin-Langiden","Municipal Circuit Trial Court (MCTC)","1","Benedito, Joselito Acena"
"ABRA","Tayum-Peñarrubia","Municipal Circuit Trial Court (MCTC)","2","Palcon-Hacutina, Jihan Q."
"ABRA","Pilar-Villaviciosa-San Isidro","Municipal Circuit Trial Court (MCTC)","3","Ballesteros III, German Fabro."
"ABRA","Manabo-Boliney-Tubo-Luba","Municipal Circuit Trial Court (MCTC)","4","Agullana, Jr., Arthur C.."
"ABRA","Sal-lapadan-Bucloc-Daguioaman","Municipal Circuit Trial Court (MCTC)","5","Valdez Jr., Rodrigo Corpuz"
"ABRA","La Paz-Lagayan-Danglas","Municipal Circuit Trial Court (MCTC)","6","Vacant"
"ABRA","Dolores-San Juan","Municipal Circuit Trial Court (MCTC)","7","Castillo-Rimando, Eilyn Beverly Bless L."
"ABRA","Baay-Licuan-Malibcong-Lacub-Tineg","Municipal Circuit Trial Court (MCTC)","8","Palarca, Ludy Agamata."
"BENGUET","Kapangan-Kibungan","Municipal Circuit Trial Court (MCTC)","1",""
"BENGUET","Tublay-Atok","Municipal Circuit Trial Court (MCTC)","2","Fernandez, James Abalos"
"BENGUET","Kabayan-Bokod","Municipal Circuit Trial Court (MCTC)","Branch 3","Mendiguarin, Donna D."
"BENGUET","Buguias-Bakun","Municipal Circuit Trial Court (MCTC)","Branch 4","Espada, Amparo M."
"BENGUET","Tuba-Sablan","Municipal Circuit Trial Court (MCTC)","5","AQUINO, NOE T."
"ILOCOS NORTE","Bangui-Pagudpud-Adams-Dumalneg","Municipal Circuit Trial Court (MCTC)","1","ACIDERA, MA. VICTORIA A."
"ILOCOS NORTE","Pasuquin-Burgos","Municipal Circuit Trial Court (MCTC)","2","BALUCIO, RICHARD BALA"
"ILOCOS NORTE","Sarrat-Vintar","Municipal Circuit Trial Court (MCTC)","3","Vacant"
"ILOCOS NORTE","Piddig-Carasi-Solsona","Municipal Circuit Trial Court (MCTC)","4","LAGMAY, ARIES JOHN P."
"ILOCOS NORTE","Dingras-Marcos","Municipal Circuit Trial Court (MCTC)","5","VACANT"
"ILOCOS NORTE","Espiritu-Nueva Era","Municipal Circuit Trial Court (MCTC)","6","GALACGAC, MARVIN A."
"ILOCOS NORTE","Pinili-Badoc","Municipal Circuit Trial Court (MCTC)","7","SULICIPAN, LIGAYA V."
"ILOCOS NORTE","Paoay-Currimao","Municipal Circuit Trial Court (MCTC)","8","VACANT"
"ILOCOS SUR","Magsingal-San Juan","Municipal Circuit Trial Court (MCTC)","Single Sala","VACANT"
"ILOCOS SUR","San Vicente-San Ildefonso","Municipal Circuit Trial Court (MCTC)","2","CAOAYAN, WENCESLAO RAGASA"
"ILOCOS SUR","Caoayan-Sta. Catalina","Municipal Circuit Trial Court (MCTC)","3","VACANT"
"ILOCOS SUR","Narvacan-Nagbukel-Santa","Municipal Circuit Trial Court (MCTC)","4","VACANT"
"ILOCOS SUR","Sta. Maria-Burgos","Municipal Circuit Trial Court (MCTC)","5","VACANT"
"ILOCOS SUR","Santiago-San Esteban","Municipal Circuit Trial Court (MCTC)","6",""
"ILOCOS SUR","Banayoyo-Lidlidda-San Emilio","Municipal Circuit Trial Court (MCTC)","7","MACARAEG, EDWIN ABING"
"ILOCOS SUR","Galimuyod-Salcedo","Municipal Circuit Trial Court (MCTC)","8","Vacant"
"ILOCOS SUR","Gregorio Del Pilar-Sigay","Municipal Circuit Trial Court (MCTC)","9","Vacant"
"ILOCOS SUR","Cervantes-Quirino","Municipal Circuit Trial Court (MCTC)","10","Acal, Redan Adajar"
"ILOCOS SUR","Sta. Cruz-Sta. Lucia","Municipal Circuit Trial Court (MCTC)","11","Sacedon, Oliver M."
"ILOCOS SUR","Tagudin-Suyo","Municipal Circuit Trial Court (MCTC)","12","Cortez-Jimeno, Vida Adviento"
"ILOCOS SUR","Alilem-Sugpon","Municipal Circuit Trial Court (MCTC)","13","De Luna-Madronio, Emma C."
"LA UNION","San Juan-San Gabriel","Municipal Circuit Trial Court (MCTC)","1","Ordoño, Alan M."
"LA UNION","Bagulin-Burgos","Municipal Circuit Trial Court (MCTC)","2","Vacant"
"LA UNION","Tubao-Pugo","Municipal Circuit Trial Court (MCTC)","Single Sala","Aruta, Bona U. Avena"
"MOUNTAIN PROVINCE","Barlig-Sadanga","Municipal Circuit Trial Court (MCTC)","1","Cajigan-Daoas, Donna Marie M."
"MOUNTAIN PROVINCE","Bauko-Sabangan","Municipal Circuit Trial Court (MCTC)","2","Humiwat, Jocelyn Pespes"
"MOUNTAIN PROVINCE","Sagada-Besao","Municipal Circuit Trial Court (MCTC)","3","Vacant"
"MOUNTAIN PROVINCE","Natonin-Paracelis","Municipal Circuit Trial Court (MCTC)","4","Dumpayan, Gaslito Altakes"
"PANGASINAN","Burgos-Mabini-Dasol","Municipal Circuit Trial Court (MCTC)","1","Ibe-Pulmano, Edna Lou Carolino C."
"PANGASINAN","Labrador-Sual","Municipal Circuit Trial Court (MCTC)","2","Lopez-Oro, Corazon Natividad De Guzman"
"PANGASINAN","Aguilar-Bugallon","Municipal Circuit Trial Court (MCTC)","3","Carpizo, Claro Estrada"
"PANGASINAN","San Fabian-San Jacinto","Municipal Circuit Trial Court (MCTC)","4","Rico-Cruz, Gerely Cabuyadao"
"PANGASINAN","Urbiztondo-Basista","Municipal Circuit Trial Court (MCTC)","5","Doria, Hercules R."
"PANGASINAN","Pozorrubio-Sison","Municipal Circuit Trial Court (MCTC)","6","ABAD-FERRER, TRINIDAD TORRES"
"PANGASINAN","Asingan-San Manuel","Municipal Circuit Trial Court (MCTC)","7","Vacant"
"PANGASINAN","Alcala-Bautista","Municipal Circuit Trial Court (MCTC)","8","Alcayaga-Macabitas, Concepcion"
"PANGASINAN","Tayug-San Nicolas","Municipal Circuit Trial Court (MCTC)","9","Solis, Bryan Jasper Dulnuan"
"PANGASINAN","Natividad-San Quintin","Municipal Circuit Trial Court (MCTC)","10","Rodelas-Orpilla, Arleen T."
"PANGASINAN","Villasis-Sto. Tomas","Municipal Circuit Trial Court (MCTC)","11","Heo-Guzman, Mayflor Leon"
"PANGASINAN","Binalonan-Laoac","Municipal Circuit Trial Court (MCTC)","12","Cabreros, Harriet C."
"BATANES","Basco-Mahatao","Municipal Circuit Trial Court (MCTC)","1","Antolin-Pazziuagan, Glenda V."
"BATANES","Ivana-Uyugan","Municipal Circuit Trial Court (MCTC)","2","Morente, Jr., Manuel A."
"CAGAYAN","Claveria-Sta. Praxedes","Municipal Circuit Trial Court (MCTC)","1","Abel-Mallillin, Queenie Verdadero"
"CAGAYAN","Sanchez Mira-Pamplona","Municipal Circuit Trial Court (MCTC)","2","Ruiz, Maria Teresa Aducayen"
"CAGAYAN","Allacapan-Lasam","Municipal Circuit Trial Court (MCTC)","3","Bautista-Palapus, Coleen Dumayag"
"CAGAYAN","Gonzaga-Sta. Teresita","Municipal Circuit Trial Court (MCTC)","4","Columna-Dupaya, Glenda B."
"CAGAYAN","Amulung-Iguig","Municipal Circuit Trial Court (MCTC)","5","Vacant"
"CAGAYAN","Solana-Enrile","Municipal Circuit Trial Court (MCTC)","6",""
"CAGAYAN","Piat-Sto. Niño","Municipal Circuit Trial Court (MCTC)","7","Calimuhayan, Efraim Basan"
"CAGAYAN","Aparri-Calayan","Municipal Circuit Trial Court (MCTC)","1","Sobrevilla, Clifford Lambertini Cuaresma"
"CAGAYAN","Aparri-Calayan","Municipal Circuit Trial Court (MCTC)","2","Sambolledo-Barcena, Blaise G."
"IFUGAO","Banaue-Hungduan-Mayoyao","Municipal Circuit Trial Court (MCTC)","1","Cabbigat, Frederic T."
"IFUGAO","Lamut-Kiangan-Tinoc-Asipulo","Municipal Circuit Trial Court (MCTC)","2","Uyan-Catiling, Aguinnaya D."
"IFUGAO","Alfonso Lista (Potia)-Aguinaldo","Municipal Circuit Trial Court (MCTC)","3","Namujhe, Jesse Haris B."
"IFUGAO","Lagawe-Hingyon","Municipal Circuit Trial Court (MCTC)","4","Kimayong Jr , Pascual Dulnuan"
"ISABELA","San Pablo-Sta. Maria","Municipal Circuit Trial Court (MCTC)","1","Vacant"
"ISABELA","Cabagan-Sto. Tomas","Municipal Circuit Trial Court (MCTC)","2","Anapi, Rogelio S."
"ISABELA","Tumauini-Delfin Albano","Municipal Circuit Trial Court (MCTC)","3","Tagao-Gumiran, Shirley M."
"ISABELA","Maconacon-Divilican","Municipal Circuit Trial Court (MCTC)","4","Vacant"
"ISABELA","Naguilian-Reina Mercedes","Municipal Circuit Trial Court (MCTC)","5","Dalpig, Ferdinand E."
"ISABELA","San Mariano-Benito Soliven","Municipal Circuit Trial Court (MCTC)","6","Castillo, Alfred Alex L."
"ISABELA","Cordon-Dinapigue","Municipal Circuit Trial Court (MCTC)","7","Obedoza, Norbert Bong Sabio"
"ISABELA","Angadanan-San Guillermo","Municipal Circuit Trial Court (MCTC)","8","Galia, Meliton Castisimo"
"ISABELA","Cabatuan-Luna","Municipal Circuit Trial Court (MCTC)","9","Labog, Ma. Anastacia M."
"ISABELA","Roxas-Quirino","Municipal Circuit Trial Court (MCTC)","10","VACANT"
"ISABELA","Gamu-Burgos","Municipal Circuit Trial Court (MCTC)","11","Ramirez, Angerico B."
"ISABELA","Mallig-Quezon","Municipal Circuit Trial Court (MCTC)","12","Jao, Precious Lovely Olivia Sales"
"ISABELA","San Manuel-Aurora","Municipal Circuit Trial Court (MCTC)","13","Lodriguito-Caranay, Ramorelia Pitpit"
"ISABELA","Ramon-San Isidro","Municipal Circuit Trial Court (MCTC)","14","Vacant"
"ISABELA","Jones-San Agustin","Municipal Circuit Trial Court (MCTC)","15","Vacant"
"KALINGA","Tinglayan-Tanudan","Municipal Circuit Trial Court (MCTC)","1","Vacant"
"KALINGA","Balbalan-Pasil","Municipal Circuit Trial Court (MCTC)","2","Vacant"
"KALINGA","Pinukpuk-Rizal","Municipal Circuit Trial Court (MCTC)","3","Vacant"
"APAYAO","Luna-Pudtol-Calanasan","Municipal Circuit Trial Court (MCTC)","Branch 4","Alafag-Verzola, Amy It-Itan"
"APAYAO","Flora-Sta. Marcela","Municipal Circuit Trial Court (MCTC)","Branch 5","Agbisit, Richardson Garcia"
"APAYAO","Kabugao-Conner","Municipal Circuit Trial Court (MCTC)","Branch 6","Gayagay, Greta Mae Balcanao"
"NUEVA VIZCAYA","Bagabag-Diadi","Municipal Circuit Trial Court (MCTC)","1","Recto, Mark Alvin R."
"NUEVA VIZCAYA","Dupax Del Norte-Dupax Del Sur-Alfonso Castañeda","Municipal Circuit Trial Court (MCTC)","Branch 2","Leal-Rasing, Nerissa Epistola"
"NUEVA VIZCAYA","Villaverde-Quezon","Municipal Circuit Trial Court (MCTC)","Branch 3","Nuestro, Gregorio P."
"NUEVA VIZCAYA","Aritao-Sta. Fe","Municipal Circuit Trial Court (MCTC)","Branch 4","Galicinao, Rosalie D."
"QUIRINO","Aglipay-Saguday","Municipal Circuit Trial Court (MCTC)","Branch 1","Vacant"
"QUIRINO","Maddela-Nagtipunan","Municipal Circuit Trial Court (MCTC)","Branch 2","Tagare, Michael Justo"
"AURORA","Casiguran-Dilasag-Dinalongan","Municipal Circuit Trial Court (MCTC)","Branch 1","Malaton, Jo Anne Dela Cruz"
"AURORA","Maria Aurora-Dipaculao","Municipal Circuit Trial Court (MCTC)","Branch 2","Hernandez, Jonald Estrada"
"AURORA","Baler-San Luis","Municipal Circuit Trial Court (MCTC)","Branch 3","Wee-Cabbat, Edith Cynthia Angara"
"BATAAN","Dinalupihan-Hermosa","Municipal Circuit Trial Court (MCTC)","Branch 1","Cruz, Philip Magno"
"BATAAN","Orani-Samal","Municipal Circuit Trial Court (MCTC)","Branch 2","Sangalang-Salaria, Juliet D."
"BATAAN","Orion-Pilar","Municipal Circuit Trial Court (MCTC)","Branch 3","Dela Cruz-Buban, Maricar Paloma"
"BATAAN","Bagac-Morong","Municipal Circuit Trial Court (MCTC)","","Tobias, Jr., Ludovino Joseph Augusto L."
"NUEVA ECIJA","Quezon-Licab","Municipal Circuit Trial Court (MCTC)","1","Java, Julius Arabaca"
"NUEVA ECIJA","General M. Natividad-Llanera","Municipal Circuit Trial Court (MCTC)","2","Sennido, Elenita P."
"NUEVA ECIJA","Laur-Gabaldon","Municipal Circuit Trial Court (MCTC)","3","Pengson, Stanley Marvin Jacinto"
"NUEVA ECIJA","Cabiao-San Isidro","Municipal Circuit Trial Court (MCTC)","4","Ballesteros, Carmelito O."
"PAMPANGA","Sta. Ana - Candaba","Municipal Circuit Trial Court (MCTC)","","Rama, Maria Belinda Crisostomo"
"PAMPANGA","Mexico-San Luis","Municipal Circuit Trial Court (MCTC)","2","Evangelista, Richard Gazzingan"
"PAMPANGA","Sto. Tomas-Minalin","Municipal Circuit Trial Court (MCTC)","3","Meneses, Hermielita M."
"PAMPANGA","Masantol-Macabebe","Municipal Circuit Trial Court (MCTC)","4","Guiao-Pichay, Chona T."
"PAMPANGA","Apalit-San Simon","Municipal Circuit Trial Court (MCTC)","5","Soñas-Crisostomo, Araceli R."
"TARLAC","Sta. Ignacia-Mayantoc-San Clemente-San Jose","Municipal Circuit Trial Court (MCTC)","1","Tamayo-De Vera, Zulieca L."
"TARLAC","Capas-Bamban-Concepcion","Municipal Circuit Trial Court (MCTC)","2","Pangan, Antonio M."
"TARLAC","Capas-Bamban-Concepcion","Municipal Circuit Trial Court (MCTC)","3","Yap-Evangelista, Jane Tan"
"TARLAC","Moncada-San Manuel-Anao","Municipal Circuit Trial Court (MCTC)","4","Vacant"
"TARLAC","Gerona-Ramos-Pura","Municipal Circuit Trial Court (MCTC)","","Laxa, Regina Balmores"
"ZAMBALES","Sta. Cruz-Candelaria","Municipal Circuit Trial Court (MCTC)","1","Vacant"
"ZAMBALES","Masinloc-Palauig","Municipal Circuit Trial Court (MCTC)","2","Vacant"
"ZAMBALES","Botolan-Cabagan","Municipal Circuit Trial Court (MCTC)","3","Suing, Jacqueline Reyes"
"ZAMBALES","San Marcelino-Castillejos","Municipal Circuit Trial Court (MCTC)","4","Recitis, Ildefonso Favor"
"BATANGAS","Mabini-Tingloy","Municipal Circuit Trial Court (MCTC)","1","Beloso, Paul A."
"BATANGAS","Taysan-Lobo","Municipal Circuit Trial Court (MCTC)","2","Polintang-Huerto, Perla M."
"BATANGAS","Alitagtag-Sta. Teresita","Municipal Circuit Trial Court (MCTC)","3","Alea-Godoy, Maria Socorro"
"BATANGAS","Malvar-Balete","Municipal Circuit Trial Court (MCTC)","4","Hortiz-Abarintos, Michelle L."
"BATANGAS","Talisay-Laurel","Municipal Circuit Trial Court (MCTC)","5","Chavez, Librado P."
"BATANGAS","Lemery-Agoncillo","Municipal Circuit Trial Court (MCTC)","6","Vacant"
"BATANGAS","Taal-San Nicolas","Municipal Circuit Trial Court (MCTC)","7","Vacant"
"CAVITE","Maragondon-Ternate-Magallanes","Municipal Circuit Trial Court (MCTC)","1","Espineli, Maria V."
"CAVITE","Silang-Amadeo","Municipal Circuit Trial Court (MCTC)","2","Tagupa, May Hazel Medija"
"CAVITE","Indang-Mendez-Nuñez","Municipal Circuit Trial Court (MCTC)","3","Gonzales, Ruby Rodriguez"
"CAVITE","Alfonso-General Aguinaldo","Municipal Circuit Trial Court (MCTC)","4","Vacant"
"LAGUNA","Luisiana-Cavinti","Municipal Circuit Trial Court (MCTC)","1","Vacant"
"LAGUNA","Magdalena-Liliw-Majayjay","Municipal Circuit Trial Court (MCTC)","","Espinosa, Ryan Ramirez"
"LAGUNA","Nagcarlan-Rizal","Municipal Circuit Trial Court (MCTC)","3","Ramos-Tejada, Elsiemarie B."
"LAGUNA","Lumban-Kalaya-an","Municipal Circuit Trial Court (MCTC)","4","Bautista-Nichols, Josephine G."
"LAGUNA","Pangil-Paete-Pakil","Municipal Circuit Trial Court (MCTC)","5","De Guzman, John Andrew Reyes"
"LAGUNA","Siniloan-Famy","Municipal Circuit Trial Court (MCTC)","6","Alcantara, Rhea Resurrecion"
"LAGUNA","Sta. Maria-Mabitac","Municipal Circuit Trial Court (MCTC)","7","Vacant"
"MINDORO OCCIDENTAL","Abra De Ilog-Paluan","Municipal Circuit Trial Court (MCTC)","1","Aguilar, Elena Ramos"
"MINDORO OCCIDENTAL","Lubang-Looc","Municipal Circuit Trial Court (MCTC)","2","Vacant"
"MINDORO OCCIDENTAL","Magsaysay-Rizal-Calintaan","Municipal Circuit Trial Court (MCTC)","3","Bacolor-Ragsac, Heidi F."
"MINDORO ORIENTAL","San Teodoro-Baco-Puerto Galera","Municipal Circuit Trial Court (MCTC)","1","Vacant"
"MINDORO ORIENTAL","Bansud-Gloria","Municipal Circuit Trial Court (MCTC)","2","Ma-Jabal, Emery Joy Maycacayan"
"MINDORO ORIENTAL","Mansalay-Bulalacao","Municipal Circuit Trial Court (MCTC)","3","Perdiguerra, Divina Lea A."
"PALAWAN","Cuyo-Agutaya-Magsaysay","Municipal Circuit Trial Court (MCTC)","1","Vacant"
"PALAWAN","Coron-Busuanga-Gaudencio E. Abordo","Municipal Circuit Trial Court (MCTC)","","Hitosis, Lovelle Moana R."
"PALAWAN","Taytay-San Vicente","Municipal Circuit Trial Court (MCTC)","3","Vacant"
"PALAWAN","Araceli-Dumaran","Municipal Circuit Trial Court (MCTC)","4","Dacuan, Lucena Dela Cruz"
"PALAWAN","Roxas-Cagayancillo","Municipal Circuit Trial Court (MCTC)","5","BERONIO, RONILO ALEJANDRO"
"PALAWAN","Quezon-Dr. Jose P. Rizal-Kalayaan","Municipal Circuit Trial Court (MCTC)","","Palao-Legaspi, Dioanne Baguyo"
"PALAWAN","Brooke’s Point-Sofronio Española-Balabac-Bataraza","Municipal Circuit Trial Court (MCTC)","","CAÑETE, EVELYN CARILORIA"
"QUEZON","Mauban-Sampaloc","Municipal Circuit Trial Court (MCTC)","1","Tamparong-Viaje, Nickie G."
"QUEZON","Padre Burgos-Agdangan","Municipal Circuit Trial Court (MCTC)","3","RIOLA-BERMIDO, INGRID ANNE GREGORIO"
"QUEZON","Infanta-General Nakar","Municipal Circuit Trial Court (MCTC)","4","Balgua, Mariano, Jr., V."
"QUEZON","Polillo-Panukulan","Municipal Circuit Trial Court (MCTC)","5","Briones-Garcia, Alelie Apacionado"
"QUEZON","Burdeos-Jumalig-Patnanungan","Municipal Circuit Trial Court (MCTC)","6","Estillero, Reigi Pura"
"QUEZON","Atimonan-Plaridel","Municipal Circuit Trial Court (MCTC)","7","Caparros, Arnel B."
"QUEZON","Alabat-Quezon-Perez","Municipal Circuit Trial Court (MCTC)","8","Villar, Sergio Duke B."
"QUEZON","San Narciso-Buenavista","Municipal Circuit Trial Court (MCTC)","9","Maxino-Galvez, Nancy A."
"QUEZON","San Francisco-San Andres","Municipal Circuit Trial Court (MCTC)","10","Manalabe, Grandis Rem Tobias"
"RIZAL","Pililla-Jala Jala","Municipal Circuit Trial Court (MCTC)","1","Diumano, Nadia Santos"
"RIZAL","Teresa-Baras","Municipal Circuit Trial Court (MCTC)","2","Vista, Ma. Socorro Almazan"
"ROMBLON","San Andres-Calatrava","Municipal Circuit Trial Court (MCTC)","1","Vacant"
"ROMBLON","Corcuera-Concepcion-Banton","Municipal Circuit Trial Court (MCTC)","2","Vacant"
"ROMBLON","Looc-Alcantara-Sta. Fe-San Jose","Municipal Circuit Trial Court (MCTC)","3","Dunuan-Gobway, Donna Lee Saquing"
"ROMBLON","Cajidiocan-Magdiwang-San Fernando","Municipal Circuit Trial Court (MCTC)","4","Besonaya, Ma. Paz A."
"ROMBLON","Odiongan-Ferrol","Municipal Circuit Trial Court (MCTC)","5","Eraldo-Arnuco, Marcia Monina L."
"ROMBLON","San Agustin-Sta. Maria","Municipal Circuit Trial Court (MCTC)","6","Tansingco-Parcon, Samira Nimfa, B."
"ALBAY","Malinao-Tiwi","Municipal Circuit Trial Court (MCTC)","1","Buendia, Samuel A."
"ALBAY","Bacacay-Malilipot","Municipal Circuit Trial Court (MCTC)","2","Alagaban-Almiñana, Cherilee B."
"ALBAY","Sto. Domingo-Manito","Municipal Circuit Trial Court (MCTC)","","Rodenas, Jason G."
"ALBAY","Camalig-Jovellar","Municipal Circuit Trial Court (MCTC)","4","Caño-Coderis, Maria Janice Borlagdan"
"ALBAY","Polangui-Libon-Oas","Municipal Circuit Trial Court (MCTC)","5","Vacant"
"CAMARINES NORTE","Capalonga-Sta. Elena","Municipal Circuit Trial Court (MCTC)","1","Vacant"
"CAMARINES NORTE","San Lorenzo Ruiz-Imelda-San Vicente","Municipal Circuit Trial Court (MCTC)","2","Bacuño, Marlon Pagaduan"
